Location 1,Location 2,Price,Rooms,Bathrooms,Car Parks,Type,Area (in Square meter),Furnishing
KLCC,Kuala Lumpur,1182000,3,2,0,Built-up,1182,Partly
KLCC,Kuala Lumpur,1200000,2,2,0,Built-up,1182,Partly
KLCC,Kuala Lumpur,1300000,3,2,0,Built-up,1182,Partly
KLCC,Kuala Lumpur,3200000,2,2,0,Built-up,1184,Partly
KLCC,Kuala Lumpur,2950000,2,2,0,Built-up,1184,Partly
Desa ParkCity,Kuala Lumpur,880000,3,2,0,Built-up,1184,Fully
KLCC,Kuala Lumpur,1380000,3,2,0,Built-up,1184,Fully
Desa ParkCity,Kuala Lumpur,980000,3,2,0,Built-up,1184,Fully
Jalan Ipoh,Kuala Lumpur,675000,3,2,0,Built-up,1188,Partly
Jalan Ipoh,Kuala Lumpur,675000,3,2,0,Built-up,1188,Partly
Jalan Ipoh,Kuala Lumpur,675000,3,2,0,Built-up,1188,Partly
Jalan Ipoh,Kuala Lumpur,675000,3,2,0,Built-up,1188,Partly
City Centre,Kuala Lumpur,650000,3,2,0,Built-up,1188,Fully
Setapak,Kuala Lumpur,518000,3,2,0,Built-up,1190,Unfurnished
Cheras,Kuala Lumpur,550000,3,2,0,Built-up,1190,Unfurnished
Taman Desa,Kuala Lumpur,700000,3,2,0,Built-up,1192,Partly
KLCC,Kuala Lumpur,3200000,2,2,0,Built-up,1195,Partly
Desa Petaling,Kuala Lumpur,360000,3,2,0,Built-up,1195,Partly
Cheras,Kuala Lumpur,615000,3,2,0,Built-up,1195,Partly
KLCC,Kuala Lumpur,3100000,2,2,0,Built-up,1195,Fully
KLCC,Kuala Lumpur,2900000,2,2,0,Built-up,1195,Fully
KLCC,Kuala Lumpur,3200000,2,2,0,Built-up,1195,Partly
KLCC,Kuala Lumpur,1900000,2,2,0,Built-up,1195,Fully
Desa ParkCity,Kuala Lumpur,1035000,2,2,0,Built-up,1196,Unfurnished
Mont Kiara,Kuala Lumpur,1300000,3,2,0,Built-up,1200,Partly
KLCC,Kuala Lumpur,2000000,2,2,0,Built-up,1200,Fully
Setapak,Kuala Lumpur,430000,3,2,0,Built-up,1200,Partly
Sungai Besi,Kuala Lumpur,668000,3,2,0,Built-up,1200,Fully
Setapak,Kuala Lumpur,620000,3,2,0,Built-up,1200,Fully
Jalan Kuching,Kuala Lumpur,530000,3,2,0,Built-up,1200,Partly
Jalan Kuching,Kuala Lumpur,500000,3,2,0,Built-up,1200,Partly
Jalan Kuching,Kuala Lumpur,488000,3,2,0,Built-up,1200,Fully
Sentul,Kuala Lumpur,550000,3,2,0,Built-up,1200,Partly
Jalan Kuching,Kuala Lumpur,550000,3,2,0,Built-up,1200,Partly
Mont Kiara,Kuala Lumpur,1500000,3,2,0,Built-up,1200,Partly
Mont Kiara,Kuala Lumpur,790000,3,2,0,Built-up,1200,Partly
Jalan Kuching,Kuala Lumpur,430000,3,2,0,Built-up,1200,Partly
Jalan Kuching,Kuala Lumpur,610000,3,2,0,Built-up,1200,Partly
Sentul,Kuala Lumpur,630000,3,2,0,Built-up,1200,Partly
Setapak,Kuala Lumpur,368000,3,2,0,Built-up,1200,Partly
OUG,Kuala Lumpur,550000,3,2,0,Built-up,1200,Partly
Jalan Klang Lama,Kuala Lumpur,450000,3,2,0,Built-up,1200,Partly
Bukit Bintang,Kuala Lumpur,1300000,2,2,0,Built-up,1200,Partly
Sentul,Kuala Lumpur,2900,3,3,0,Built-up,1200,Fully
Bukit Jalil,Kuala Lumpur,385000,3,2,0,Built-up,1200,Partly
Jalan Klang Lama,Kuala Lumpur,1500000,2,2,0,Built-up,1200,Fully
Bangsar,Kuala Lumpur,4500,2,2,0,Built-up,1200,Fully
KL City,Kuala Lumpur,2600,3,2,0,Built-up,1200,Fully
Mont Kiara,Kuala Lumpur,1280000,3,2,0,Built-up,1200,Partly
Mont Kiara,Kuala Lumpur,1440000,3,2,0,Built-up,1200,Partly
Setiawangsa,Kuala Lumpur,520000,3,2,0,Built-up,1200,Partly
Wangsa Maju,Kuala Lumpur,380000,4,2,0,Built-up,1200,Partly
Mont Kiara,Kuala Lumpur,1300000,3,2,0,Built-up,1200,Partly
Mont Kiara,Kuala Lumpur,1200000,3,2,0,Built-up,1200,Partly
Setapak,Kuala Lumpur,530000,3,2,0,Built-up,1203,Unfurnished
Setapak,Kuala Lumpur,530000,3,2,0,Built-up,1203,Unfurnished
Jalan Kuching,Kuala Lumpur,400000,3,2,0,Built-up,1204,Partly
Segambut,Kuala Lumpur,550000,3,2,0,Built-up,1205,Fully
Segambut,Kuala Lumpur,550000,3,2,0,Built-up,1205,Fully
KLCC,Kuala Lumpur,1650000,2,2,0,Built-up,1206,Fully
KLCC,Kuala Lumpur,1600000,2,2,0,Built-up,1206,Fully
Setapak,Kuala Lumpur,410000,4,2,0,Built-up,1207,Partly
KLCC,Kuala Lumpur,1680000,2,2,0,Built-up,1207,Fully
KLCC,Kuala Lumpur,1680000,2,2,0,Built-up,1207,Fully
Setapak,Kuala Lumpur,450000,3,2,0,Built-up,1207,Partly
Setapak,Kuala Lumpur,430000,3,2,0,Built-up,1207,Partly
Setapak,Kuala Lumpur,460000,3,2,0,Built-up,1207,Partly
KLCC,Kuala Lumpur,1689800,2,2,0,Built-up,1207,Fully
Sungai Besi,Kuala Lumpur,693000,3,2,0,Built-up,1207,Partly
Setapak,Kuala Lumpur,600000,3,2,0,Built-up,1207,Partly
Setapak,Kuala Lumpur,520000,3,2,0,Built-up,1207,Unfurnished
Setapak,Kuala Lumpur,408000,3,2,0,Built-up,1207,Partly
Mont Kiara,Kuala Lumpur,800000,3,2,0,Built-up,1208,Fully
Mont Kiara,Kuala Lumpur,878000,3,2,0,Built-up,1208,Partly
Setapak,Kuala Lumpur,450000,4,2,0,Built-up,1208,Partly
Setapak,Kuala Lumpur,399000,3,2,0,Built-up,1208,Unfurnished
Setapak,Kuala Lumpur,415000,3,2,0,Built-up,1208,Unfurnished
Mont Kiara,Kuala Lumpur,900000,3,2,0,Built-up,1208,Fully
Mont Kiara,Kuala Lumpur,3000,3,2,0,Built-up,1208,Fully
Pantai,Kuala Lumpur,740000,3,2,0,Built-up,1209,Fully
Bukit Bintang,Kuala Lumpur,550000,3,2,0,Built-up,1209,Partly
Segambut,Kuala Lumpur,465000,3,2,0,Built-up,1209,Partly
Jalan Kuching,Kuala Lumpur,620000,3,2,0,Built-up,1210,Fully
City Centre,Kuala Lumpur,750000,3,2,0,Built-up,1211,Fully
City Centre,Kuala Lumpur,640000,3,2,0,Built-up,1211,Unfurnished
Bukit Jalil,Kuala Lumpur,680000,3,2,0,Built-up,1212,Fully
Bukit Jalil,Kuala Lumpur,638000,3,2,0,Built-up,1212,Partly
Bukit Jalil,Kuala Lumpur,785000,3,2,0,Built-up,1212,Fully
Bukit Jalil,Kuala Lumpur,600000,3,2,0,Built-up,1212,Fully
Jalan Klang Lama,Kuala Lumpur,599000,3,2,0,Built-up,1215,Partly
Jalan Klang Lama,Kuala Lumpur,580000,3,2,0,Built-up,1215,Partly
Jalan Ipoh,Kuala Lumpur,528000,3,2,0,Built-up,1216,Partly
Setapak,Kuala Lumpur,488000,3,3,0,Built-up,1219,Unfurnished
Cheras,Kuala Lumpur,1290000,3,2,0,Built-up,1222,Partly
Cheras,Kuala Lumpur,1280000,3,2,0,Built-up,1222,Partly
Bukit Jalil,Kuala Lumpur,390000,3,2,0,Built-up,1222,Partly
Bangsar,Kuala Lumpur,1000000,2,2,0,Built-up,1223,Fully
Bangsar,Kuala Lumpur,1100000,2,2,0,Built-up,1223,Fully
Bukit Jalil,Kuala Lumpur,510000,3,2,0,Built-up,1224,Fully
Segambut,Kuala Lumpur,398000,3,2,0,Built-up,1224,Partly
KLCC,Kuala Lumpur,1700000,2,2,0,Built-up,1227,Fully
KLCC,Kuala Lumpur,1610000,2,2,0,Built-up,1227,Fully
KLCC,Kuala Lumpur,1600000,2,2,0,Built-up,1227,Fully
KLCC,Kuala Lumpur,1650000,2,2,0,Built-up,1227,Fully
Jalan Ipoh,Kuala Lumpur,736200,3,2,0,Built-up,1227,Partly
Jalan Ipoh,Kuala Lumpur,700000,3,2,0,Built-up,1228,Partly
Mont Kiara,Kuala Lumpur,770000,3,2,0,Built-up,1228,Fully
Sentul,Kuala Lumpur,430000,3,2,0,Built-up,1230,Partly
Sri Hartamas,Kuala Lumpur,730000,3,2,0,Built-up,1230,Fully
Bukit Jalil,Kuala Lumpur,450000,4,2,0,Built-up,1231,Partly
Setapak,Kuala Lumpur,400000,3,2,0,Built-up,1231,Unfurnished
Bukit Jalil,Kuala Lumpur,620000,3,2,0,Built-up,1232,Partly
KLCC,Kuala Lumpur,1900000,3,3,0,Built-up,1232,Partly
Bukit Bintang,Kuala Lumpur,2899900,2,2,0,Built-up,1234,Fully
Bukit Bintang,Kuala Lumpur,2653100,2,2,0,Built-up,1234,Fully
Bukit Bintang,Kuala Lumpur,2591000,2,2,0,Built-up,1234,Partly
Bukit Jalil,Kuala Lumpur,600000,3,2,0,Built-up,1234,Partly
Bukit Bintang,Kuala Lumpur,2050000,2,3,0,Built-up,1234,Fully
Bukit Bintang,Kuala Lumpur,2838200,2,2,0,Built-up,1234,Fully
Sri Petaling,Kuala Lumpur,557000,3,2,0,Built-up,1237,Partly
KLCC,Kuala Lumpur,1700000,1,2,0,Built-up,1238,Partly
Cheras,Kuala Lumpur,500000,3,2,0,Built-up,1238,Fully
Dutamas,Kuala Lumpur,1200000,3,2,0,Built-up,1238,Fully
Dutamas,Kuala Lumpur,1300000,3,2,0,Built-up,1238,Fully
KL City,Kuala Lumpur,728000,3,2,0,Built-up,1240,Partly
Pantai,Kuala Lumpur,720000,3,2,0,Built-up,1240,Unfurnished
Mont Kiara,Kuala Lumpur,930000,3,2,0,Built-up,1241,Fully
Bukit Jalil,Kuala Lumpur,520000,3,2,0,Built-up,1242,Partly
Sentul,Kuala Lumpur,520000,3,2,0,Built-up,1243,Partly
Jalan Klang Lama,Kuala Lumpur,405000,3,2,0,Built-up,1246,Partly
Desa Petaling,Kuala Lumpur,388000,3,2,0,Built-up,1246,Partly
Bukit Jalil,Kuala Lumpur,628000,3,3,0,Built-up,1246,Partly
Mont Kiara,Kuala Lumpur,820000,3,2,0,Built-up,1248,Fully
Mont Kiara,Kuala Lumpur,840000,3,2,0,Built-up,1248,Fully
Mont Kiara,Kuala Lumpur,795000,3,2,0,Built-up,1248,Fully
Desa Petaling,Kuala Lumpur,400000,4,3,0,Built-up,1248,Partly
KLCC,Kuala Lumpur,1623700,2,3,0,Built-up,1249,Fully
Taman Desa,Kuala Lumpur,450000,3,2,0,Built-up,1249,Partly
Pantai,Kuala Lumpur,599000,2,2,0,Built-up,1250,Fully
City Centre,Kuala Lumpur,1050000,2,2,0,Built-up,1250,Partly
Bandar Tasik Selatan,Kuala Lumpur,658000,4,3,0,Built-up,1250,Partly
Taman Desa,Kuala Lumpur,615000,3,2,0,Built-up,1250,Fully
Sri Petaling,Kuala Lumpur,410000,3,2,0,Built-up,1250,Partly
Taman Desa,Kuala Lumpur,600000,3,2,0,Built-up,1250,Fully
Pantai,Kuala Lumpur,660000,3,2,0,Built-up,1250,Fully
Mont Kiara,Kuala Lumpur,750000,3,2,0,Built-up,1252,Partly
Dutamas,Kuala Lumpur,825000,3,2,0,Built-up,1253,Unfurnished
Pantai,Kuala Lumpur,800000,3,2,0,Built-up,1253,Partly
Pantai,Kuala Lumpur,820000,3,2,0,Built-up,1253,Partly
Taman Melawati,Kuala Lumpur,598888,4,3,0,Built-up,1253,Unfurnished
Taman Melawati,Kuala Lumpur,600000,4,3,0,Built-up,1253,Unfurnished
Sungai Besi,Kuala Lumpur,550000,3,2,0,Built-up,1256,Partly
KLCC,Kuala Lumpur,1500000,3,2,0,Built-up,1259,Partly
Jalan Klang Lama,Kuala Lumpur,428000,3,2,0,Built-up,1259,Partly
Ampang,Kuala Lumpur,1330000,2,2,0,Built-up,1259,Fully
Sungai Besi,Kuala Lumpur,600000,3,2,0,Built-up,1260,Unfurnished
Jalan Kuching,Kuala Lumpur,550000,3,2,0,Built-up,1260,Partly
Bandar Menjalara,Kuala Lumpur,650000,3,2,0,Built-up,1260,Unfurnished
Bukit Jalil,Kuala Lumpur,530000,3,2,0,Built-up,1260,Partly
Bukit Jalil,Kuala Lumpur,538000,3,2,0,Built-up,1265,Fully
Wangsa Maju,Kuala Lumpur,460000,3,2,0,Built-up,1267,Partly
Ampang Hilir,Kuala Lumpur,555000,3,2,0,Built-up,1267,Unfurnished
Wangsa Maju,Kuala Lumpur,580000,3,2,0,Built-up,1267,Partly
Bukit Jalil,Kuala Lumpur,680000,3,2,0,Built-up,1268,Partly
Mont Kiara,Kuala Lumpur,850000,3,2,0,Built-up,1268,Fully
Mont Kiara,Kuala Lumpur,750000,3,2,0,Built-up,1268,Fully
KLCC,Kuala Lumpur,1400000,2,2,0,Built-up,1270,Fully
KLCC,Kuala Lumpur,2050000,2,2,0,Built-up,1270,Fully
KLCC,Kuala Lumpur,1400000,2,2,0,Built-up,1270,Fully
Wangsa Maju,Kuala Lumpur,540000,3,2,0,Built-up,1270,Partly
KLCC,Kuala Lumpur,2240000,2,2,0,Built-up,1270,Fully
KLCC,Kuala Lumpur,2050000,2,2,0,Built-up,1271,Partly
Cheras,Kuala Lumpur,672300,3,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,410000,4,2,0,Built-up,1272,Partly
Cheras,Kuala Lumpur,672300,3,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,470000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,440000,4,2,0,Built-up,1272,Partly
Cheras,Kuala Lumpur,672300,3,2,0,Built-up,1272,Partly
Cheras,Kuala Lumpur,672300,3,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,400000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,450000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,485000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,430000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,460000,3,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,430000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,480000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,499000,4,2,0,Built-up,1272,Partly
Jalan Ipoh,Kuala Lumpur,520000,3,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,488000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,430000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,410000,4,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,480000,3,2,0,Built-up,1272,Partly
Setapak,Kuala Lumpur,440000,4,2,0,Built-up,1272,Partly
Batu Caves,Kuala Lumpur,330000,3,2,0,Built-up,1275,Partly
City Centre,Kuala Lumpur,620000,3,2,0,Built-up,1276,Partly
Cheras,Kuala Lumpur,860000,4,2,0,Built-up,1278,Partly
Dutamas,Kuala Lumpur,728000,3,2,0,Built-up,1280,Partly
Jalan Klang Lama,Kuala Lumpur,500000,3,2,0,Built-up,1280,Fully
Cheras,Kuala Lumpur,2000,3,2,0,Built-up,1280,Fully
Mont Kiara,Kuala Lumpur,730000,3,2,0,Built-up,1280,Partly
Mont Kiara,Kuala Lumpur,820000,3,2,0,Built-up,1280,Partly
Mont Kiara,Kuala Lumpur,830000,3,2,0,Built-up,1280,Fully
Setapak,Kuala Lumpur,495000,3,2,0,Built-up,1280,Partly
Mont Kiara,Kuala Lumpur,710000,3,2,0,Built-up,1280,Fully
Mont Kiara,Kuala Lumpur,830000,3,2,0,Built-up,1280,Fully
Mont Kiara,Kuala Lumpur,970000,3,2,0,Built-up,1280,Fully
Setapak,Kuala Lumpur,550000,3,2,0,Built-up,1280,Partly
KL City,Kuala Lumpur,1300000,3,3,0,Built-up,1281,Unfurnished
KL City,Kuala Lumpur,1300000,3,3,0,Built-up,1281,Partly
Desa ParkCity,Kuala Lumpur,1250000,2,2,0,Built-up,1281,Partly
KLCC,Kuala Lumpur,1200000,3,2,0,Built-up,1281,Partly
Desa ParkCity,Kuala Lumpur,931000,3,2,0,Built-up,1283,Unfurnished
Cheras,Kuala Lumpur,480000,3,2,0,Built-up,1285,Partly
Desa ParkCity,Kuala Lumpur,1400000,2,2,0,Built-up,1292,Partly
Taman Desa,Kuala Lumpur,700000,2,2,0,Built-up,1292,Partly
Desa ParkCity,Kuala Lumpur,1550000,2,2,0,Built-up,1292,Fully
Taman Desa,Kuala Lumpur,745000,2,2,0,Built-up,1292,Partly
Bukit Jalil,Kuala Lumpur,650000,3,2,0,Built-up,1293,Partly
Jalan Kuching,Kuala Lumpur,580000,3,2,0,Built-up,1295,Fully
Jalan Kuching,Kuala Lumpur,550000,3,2,0,Built-up,1295,Partly
Mont Kiara,Kuala Lumpur,860000,4,3,0,Built-up,1297,Unfurnished
KLCC,Kuala Lumpur,1950000,3,2,0,Built-up,1299,Fully
Setapak,Kuala Lumpur,530000,4,2,0,Built-up,1300,Unfurnished
Jalan Klang Lama,Kuala Lumpur,370000,3,2,0,Built-up,1300,Partly
Taman Tun Dr Ismail,Kuala Lumpur,580000,3,2,0,Built-up,1300,Partly
Mont Kiara,Kuala Lumpur,900000,3,2,0,Built-up,1300,Fully
Ampang,Kuala Lumpur,850000,4,2,0,Built-up,1300,Partly
Desa ParkCity,Kuala Lumpur,1300000,2,2,0,Built-up,1300,Partly
Seputeh,Kuala Lumpur,499000,3,2,0,Built-up,1300,Partly
Jalan Klang Lama,Kuala Lumpur,435000,3,2,0,Built-up,1300,Unfurnished
Ampang,Kuala Lumpur,420000,3,2,0,Built-up,1300,Fully
Ampang Hilir,Kuala Lumpur,688000,3,2,0,Built-up,1300,Fully
Cheras,Kuala Lumpur,530000,3,2,0,Built-up,1300,Fully
Pandan Indah,Kuala Lumpur,600000,5,3,0,Built-up,1300,Unfurnished
Sri Petaling,Kuala Lumpur,500000,3,2,0,Built-up,1300,Partly
City Centre,Kuala Lumpur,720000,3,2,0,Built-up,1302,Partly
City Centre,Kuala Lumpur,720000,3,2,0,Built-up,1302,Partly
Bukit Jalil,Kuala Lumpur,670000,3,2,0,Built-up,1302,Partly
City Centre,Kuala Lumpur,720000,3,2,0,Built-up,1303,Partly
Desa ParkCity,Kuala Lumpur,1250000,2,2,0,Built-up,1303,Partly
Cheras,Kuala Lumpur,630000,3,2,0,Built-up,1304,Fully
Cheras,Kuala Lumpur,648000,3,2,0,Built-up,1304,Partly
Cheras,Kuala Lumpur,680000,3,2,0,Built-up,1305,Partly
Bukit Bintang,Kuala Lumpur,3006000,2,2,0,Built-up,1307,Fully
Bukit Bintang,Kuala Lumpur,2744700,2,2,0,Built-up,1307,Partly
Sungai Besi,Kuala Lumpur,732000,3,2,0,Built-up,1307,Partly
Bukit Bintang,Kuala Lumpur,2287250,2,2,0,Built-up,1307,Fully
Bukit Bintang,Kuala Lumpur,3000000,2,2,0,Built-up,1307,Fully
Bukit Bintang,Kuala Lumpur,2600000,2,2,0,Built-up,1309,Fully
Setapak,Kuala Lumpur,585000,3,2,0,Built-up,1313,Fully
Setapak,Kuala Lumpur,555000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,550000,3,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,560000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,580000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,555000,4,2,0,Built-up,1313,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1100000,3,2,0,Built-up,1313,Fully
Setapak,Kuala Lumpur,525000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,540000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,520000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,500000,3,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,500000,4,2,0,Built-up,1313,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1100000,3,3,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,540000,3,2,0,Built-up,1313,Unfurnished
Setapak,Kuala Lumpur,530000,4,2,0,Built-up,1313,Partly
Setapak,Kuala Lumpur,500000,4,2,0,Built-up,1313,Partly
Kuchai Lama,Kuala Lumpur,588000,3,2,0,Built-up,1313,Unfurnished
Bandar Menjalara,Kuala Lumpur,698000,4,3,0,Built-up,1316,Fully
Bandar Menjalara,Kuala Lumpur,680000,3,2,0,Built-up,1316,Fully
Bandar Menjalara,Kuala Lumpur,700000,3,3,0,Built-up,1316,Partly
Bandar Menjalara,Kuala Lumpur,628000,4,2,0,Built-up,1316,Partly
Sungai Besi,Kuala Lumpur,750000,3,2,0,Built-up,1317,Partly
Segambut,Kuala Lumpur,840000,3,2,0,Built-up,1319,Unfurnished
Jalan Kuching,Kuala Lumpur,530000,3,2,0,Built-up,1320,Fully
Jalan Kuching,Kuala Lumpur,530000,3,2,0,Built-up,1320,Partly
Bangsar,Kuala Lumpur,580000,3,2,0,Built-up,1323,Fully
Pantai,Kuala Lumpur,720000,3,2,0,Built-up,1323,Fully
Desa ParkCity,Kuala Lumpur,1300000,3,2,0,Built-up,1324,Partly
Dutamas,Kuala Lumpur,585000,3,2,0,Built-up,1325,Fully
Dutamas,Kuala Lumpur,450000,3,2,0,Built-up,1326,Partly
Kuchai Lama,Kuala Lumpur,780000,3,2,0,Built-up,1326,Fully
Setapak,Kuala Lumpur,480000,4,2,0,Built-up,1328,Partly
Jalan Klang Lama,Kuala Lumpur,698000,4,4,0,Built-up,1331,Fully
Setapak,Kuala Lumpur,505000,4,2,0,Built-up,1333,Partly
Setapak,Kuala Lumpur,520000,4,2,0,Built-up,1333,Partly
Jalan Klang Lama,Kuala Lumpur,510300,3,2,0,Built-up,1335,Partly
Jalan Klang Lama,Kuala Lumpur,510300,3,2,0,Built-up,1335,Partly
Jalan Klang Lama,Kuala Lumpur,510300,3,2,0,Built-up,1335,Partly
Jalan Klang Lama,Kuala Lumpur,510300,3,2,0,Built-up,1335,Partly
Jalan Klang Lama,Kuala Lumpur,510300,3,2,0,Built-up,1335,Partly
Jalan Klang Lama,Kuala Lumpur,450000,3,2,0,Built-up,1336,Partly
Jalan Kuching,Kuala Lumpur,500000,4,3,0,Built-up,1336,Partly
Setapak,Kuala Lumpur,600000,4,2,0,Built-up,1339,Fully
Mont Kiara,Kuala Lumpur,780000,3,2,0,Built-up,1339,Fully
Mont Kiara,Kuala Lumpur,830000,3,2,0,Built-up,1340,Fully
Jalan Klang Lama,Kuala Lumpur,610000,4,2,0,Built-up,1341,Unfurnished
Desa ParkCity,Kuala Lumpur,1620000,2,2,0,Built-up,1345,Partly
Bukit Bintang,Kuala Lumpur,678000,2,2,0,Built-up,1345,Fully
Desa ParkCity,Kuala Lumpur,1320000,3,3,0,Built-up,1346,Partly
KLCC,Kuala Lumpur,1549000,3,2,0,Built-up,1347,Partly
City Centre,Kuala Lumpur,1030000,2,2,0,Built-up,1347,Fully
City Centre,Kuala Lumpur,938000,2,2,0,Built-up,1347,Fully
KLCC,Kuala Lumpur,2380000,1,2,0,Built-up,1347,Fully
KLCC,Kuala Lumpur,2400000,1,2,0,Built-up,1347,Fully
KLCC,Kuala Lumpur,1500000,3,3,0,Built-up,1347,Partly
KLCC,Kuala Lumpur,2160000,1,2,0,Built-up,1348,Fully
KLCC,Kuala Lumpur,1090000,2,2,0,Built-up,1348,Partly
KLCC,Kuala Lumpur,950000,2,2,0,Built-up,1348,Partly
KLCC,Kuala Lumpur,1213000,2,2,0,Built-up,1348,Unfurnished
KLCC,Kuala Lumpur,2158400,1,2,0,Built-up,1349,Partly
Seputeh,Kuala Lumpur,730000,3,2,0,Built-up,1349,Fully
Jalan Klang Lama,Kuala Lumpur,547000,3,2,0,Built-up,1350,Partly
Dutamas,Kuala Lumpur,750000,4,3,0,Built-up,1356,Fully
Mid Valley City,Kuala Lumpur,1380000,3,2,0,Built-up,1356,Fully
Dutamas,Kuala Lumpur,750000,3,2,0,Built-up,1356,Partly
KLCC,Kuala Lumpur,1600000,2,2,0,Built-up,1356,Fully
Desa ParkCity,Kuala Lumpur,1300000,4,3,0,Built-up,1357,Partly
Bandar Menjalara,Kuala Lumpur,750000,4,2,0,Built-up,1358,Unfurnished
Bandar Menjalara,Kuala Lumpur,815000,3,2,0,Built-up,1358,Unfurnished
Jalan Ipoh,Kuala Lumpur,770000,3,2,0,Built-up,1359,Partly
Setapak,Kuala Lumpur,2200,3,2,0,Built-up,1360,Partly
Mont Kiara,Kuala Lumpur,915000,3,3,0,Built-up,1360,Fully
Mont Kiara,Kuala Lumpur,935000,4,3,0,Built-up,1360,Unfurnished
Setapak,Kuala Lumpur,690000,3,2,0,Built-up,1362,Partly
Cheras,Kuala Lumpur,530000,4,2,0,Built-up,1364,Unfurnished
Mid Valley City,Kuala Lumpur,1350000,3,2,0,Built-up,1367,Fully
Mid Valley City,Kuala Lumpur,1400000,3,2,0,Built-up,1367,Fully
Desa ParkCity,Kuala Lumpur,1400000,4,2,0,Built-up,1367,Partly
Mid Valley City,Kuala Lumpur,1460000,3,2,0,Built-up,1367,Fully
Mid Valley City,Kuala Lumpur,1260000,3,2,0,Built-up,1367,Fully
Mid Valley City,Kuala Lumpur,1450000,3,2,0,Built-up,1367,Fully
Bukit Bintang,Kuala Lumpur,1080000,2,2,0,Built-up,1367,Partly
Jalan Ipoh,Kuala Lumpur,665000,3,2,0,Built-up,1367,Partly
Mid Valley City,Kuala Lumpur,1500000,3,2,0,Built-up,1367,Fully
KLCC,Kuala Lumpur,1500000,2,2,0,Built-up,1368,Fully
Taman Melawati,Kuala Lumpur,550000,2,2,0,Built-up,1374,Partly
Taman Melawati,Kuala Lumpur,550000,2,2,0,Built-up,1374,Partly
Cheras,Kuala Lumpur,525000,3,3,0,Built-up,1376,Partly
Desa ParkCity,Kuala Lumpur,1430000,3,2,0,Built-up,1377,Partly
Desa ParkCity,Kuala Lumpur,1400000,3,3,0,Built-up,1377,Partly
Desa ParkCity,Kuala Lumpur,1700000,3,2,0,Built-up,1377,Partly
KLCC,Kuala Lumpur,1199000,3,3,0,Built-up,1378,Fully
KLCC,Kuala Lumpur,1220000,3,3,0,Built-up,1378,Fully
Setapak,Kuala Lumpur,590000,3,2,0,Built-up,1378,Partly
Desa ParkCity,Kuala Lumpur,1120000,2,3,0,Built-up,1378,Partly
Setapak,Kuala Lumpur,520000,4,2,0,Built-up,1378,Partly
KLCC,Kuala Lumpur,1199000,3,3,0,Built-up,1378,Fully
Jalan Klang Lama,Kuala Lumpur,385000,3,2,0,Built-up,1385,Partly
Jalan Klang Lama,Kuala Lumpur,430000,3,2,0,Built-up,1385,Partly
Sri Petaling,Kuala Lumpur,528000,3,2,0,Built-up,1386,Partly
KLCC,Kuala Lumpur,1550000,3,3,0,Built-up,1387,Partly
KLCC,Kuala Lumpur,1500000,3,3,0,Built-up,1387,Unfurnished
KLCC,Kuala Lumpur,1450000,3,3,0,Built-up,1387,Partly
KLCC,Kuala Lumpur,1500000,1,2,0,Built-up,1387,Fully
Cheras,Kuala Lumpur,706000,3,2,0,Built-up,1389,Partly
Desa ParkCity,Kuala Lumpur,1048000,3,2,0,Built-up,1389,Partly
Mont Kiara,Kuala Lumpur,1200000,3,2,0,Built-up,1389,Partly
Mont Kiara,Kuala Lumpur,1050000,3,2,0,Built-up,1389,Partly
Pantai,Kuala Lumpur,950000,4,3,0,Built-up,1390,Unfurnished
Jalan Klang Lama,Kuala Lumpur,738000,3,2,0,Built-up,1392,Unfurnished
Jalan Klang Lama,Kuala Lumpur,768000,3,2,0,Built-up,1392,Partly
